id,artifact,address,file_offset,size,boundary_state,state,name,owner_unit,source,evidence_ids,notes
th04-main-fn-23c32,th04-main,0x23C32,0x15432,0x2A,reviewed,exact,gather_point_on_playfield(),th04-main-module-th04-gather-cpp-13a9c,src/main/gather.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (42 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-gather-cpp-13a9c."
th04-main-fn-23c5c,th04-main,0x23C5C,0x1545C,0x8B,reviewed,exact,gather_render(),th04-main-module-th04-gather-cpp-13a9c,src/main/gather.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (139 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-gather-cpp-13a9c."
th04-main-fn-23ce8,th04-main,0x23CE8,0x154E8,0x28,reviewed,exact,SCROLL_SUBPIXEL_Y_TO_VRAM_SEG3,th04-main-scrolly-functions,src/main/scroll_y.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (40 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-scrolly-functions."
th04-main-fn-23d10,th04-main,0x23D10,0x15510,0x21,reviewed,exact,SCROLL_SUBPIXEL_Y_TO_VRAM_ALWAYS,th04-main-scrolly-functions,src/main/scroll_y.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (33 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-scrolly-functions."
th04-main-fn-23ef6,th04-main,0x23EF6,0x156F6,0x1A,reviewed,exact,grcg_setcolor_direct_seg3_raw(),th04-main-grcg3-functions,src/main/hardware/grcg3.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (26 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-grcg3-functions."
th04-main-fn-23f30,th04-main,0x23F30,0x15730,0x48,reviewed,exact,"item_splashes_add(subpixelbase<int,int>,subpixelbase<int,int>)",th04-main-item-splashes-suffix,src/main/item/splashes.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (72 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-item-splashes-suffix."
th04-main-fn-23f78,th04-main,0x23F78,0x15778,0x3A,reviewed,exact,item_splashes_update(),th04-main-item-splashes-suffix,src/main/item/splashes.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (58 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-item-splashes-suffix."
th04-main-fn-26b85,th04-main,0x26B85,0x18385,0x80,reviewed,exact,marisa_flystep_pointreflected(int),th04-main-marisa-flystep-pointreflected,src/main/boss/marisa.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (128 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-marisa-flystep-pointreflected."
th04-main-fn-29ebc,th04-main,0x29EBC,0x1B6BC,0x28,reviewed,exact,midboss_reset(),th04-main-module-th04-midboss-cpp-19ebc,src/main/midboss/update.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (40 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-midboss-cpp-19ebc."
th04-main-fn-29ee4,th04-main,0x29EE4,0x1B6E4,0x32,reviewed,exact,midboss_activate_if_stage_frame_(),th04-main-module-th04-midboss-cpp-19ebc,src/main/midboss/update.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (50 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-midboss-cpp-19ebc."
th04-main-fn-29f16,th04-main,0x29F16,0x1B716,0x58,reviewed,exact,"hud_hp_update_and_render(int,int)",th04-main-hud-hp-update-and-render,src/main/hud/hp.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (88 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-hud-hp-update-and-render."
th04-main-fn-29f6e,th04-main,0x29F6E,0x1B76E,0x6A,reviewed,exact,midboss_score_bonus(unsigned int),th04-main-midboss-score-bonuses,src/main/midboss/score_bonus.inl,ev-th04-main-midboss-score-bonus-manual-boundary-v1,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra min/max cover the complete 106-byte public span but body construction reports only 66/106 bytes. Raw 16-bit decoding tiles the entire TLINK-public span through RET 2 at 0x29FD5 inside the exact 0xD9 MB_DFT_TEXT pure-C/C++ owner.
th04-main-fn-29fd8,th04-main,0x29FD8,0x1B7D8,0x6F,reviewed,exact,boss_score_bonus(unsigned int),th04-main-midboss-score-bonuses,src/main/midboss/score_bonus.inl,ev-th04-main-boss-score-bonus-manual-boundary-v1,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra min/max cover the complete 111-byte public span but body construction reports only 71/111 bytes. Raw 16-bit decoding tiles the entire TLINK-public span through RET 2 at 0x2A044; the next TLINK public midboss_defeat_update starts exactly at 0x2A047 outside the exact owner.
th04-main-fn-2c736,th04-main,0x2C736,0x1DF36,0x180,reviewed,exact,bullet_update_special(bullet_t near&),th04-main-bullet-u-prefix,src/main/bullet/update_prefix.inl,ev-th04-main-function-screen-strict-v2;ev-th04-main-bullet-update-special-switch-boundary-v1,"Manual target boundary review overrides a Ghidra body-construction false negative: validated 9-entry switch table; Ghidra stopped at the indirect switch dispatcher and omitted nine case blocks. The 9-entry near-jump table begins immediately after the function span, and every target is a raw instruction start inside exact bullet_u prefix bytes."
th04-main-fn-2c8c8,th04-main,0x2C8C8,0x1E0C8,0x36B,reviewed,exact,bullets_update,th04-main-bullets-update,src/main/bullet/update_body.inl,ev-th04-main-function-screen-strict-v2;ev-th04-main-bullets-update-reviewed-boundary-v1;ev-th04-main-bullets-update-reviewed-boundary-v2;ev-th04-main-bullets-update-full-boundary-v1;ev-th04-main-function-screen-bullets-v11,Manual target boundary review overrides a Ghidra body-construction false negative: validated 5-entry switch table; The complete 875-byte extent is owned by one exact maintained natural-C++ unit. Raw code decodes through RETF at 0x2CC27; one metadata byte plus a five-entry near-jump table occupy the trailing 11 bytes; all table targets are instruction starts; the next TLINK public begins at 0x2CC33.
th04-main-fn-2ccb8,th04-main,0x2CCB8,0x1E4B8,0x8D,reviewed,exact,tune_for_hard(),th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2;ev-th04-main-tune-hard-switch-boundary-v1,Manual target boundary review overrides a Ghidra body-construction false negative: validated 10-entry switch table; Ghidra omitted switch case blocks. The 10-entry compare and near-jump tables follow the function in exact bullet_a.cpp bytes; all jump targets are instruction starts within the 141-byte span.
th04-main-fn-2cd6e,th04-main,0x2CD6E,0x1E56E,0x7B,reviewed,exact,tune_for_lunatic(),th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2;ev-th04-main-tune-lunatic-switch-boundary-v1,Manual target boundary review overrides a Ghidra body-construction false negative: validated 10-entry switch table; Ghidra omitted switch case blocks. The 10-entry compare and near-jump tables follow the function in exact bullet_a.cpp bytes; all jump targets are instruction starts within the 123-byte span.
th04-main-fn-2ce12,th04-main,0x2CE12,0x1E612,0x9D,reviewed,exact,tune_for_playperf(),th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2;ev-th04-main-tune-playperf-switch-boundary-v1,Manual target boundary review overrides a Ghidra body-construction false negative: validated 11-entry switch table; Ghidra omitted direct switch case blocks. The 11-entry near-jump table starts immediately after the function span in exact bullet_a.cpp bytes; every target is a raw instruction start within the 157-byte function.
th04-main-fn-2ced0,th04-main,0x2CED0,0x1E6D0,0x8,reviewed,exact,BULLET_TEMPLATE_TUNE_NORMAL,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (8 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2ced8,th04-main,0x2CED8,0x1E6D8,0xB,reviewed,exact,BULLET_TEMPLATE_TUNE_HARD,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (11 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cee3,th04-main,0x2CEE3,0x1E6E3,0xB,reviewed,exact,BULLET_TEMPLATE_TUNE_LUNATIC,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (11 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2ceee,th04-main,0x2CEEE,0x1E6EE,0x28,reviewed,exact,BULLETS_ADD_REGULAR_EASY,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (40 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cf16,th04-main,0x2CF16,0x1E716,0x1C,reviewed,exact,BULLETS_ADD_REGULAR_NORMAL,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (28 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cf32,th04-main,0x2CF32,0x1E732,0x1C,reviewed,exact,BULLETS_ADD_REGULAR_HARD_LUNATIC,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (28 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cf4e,th04-main,0x2CF4E,0x1E74E,0x1C,reviewed,exact,BULLETS_ADD_SPECIAL_EASY,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (28 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cf6a,th04-main,0x2CF6A,0x1E76A,0x1C,reviewed,exact,BULLETS_ADD_SPECIAL_NORMAL,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (28 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cf86,th04-main,0x2CF86,0x1E786,0x1C,reviewed,exact,BULLETS_ADD_SPECIAL_HARD_LUNATIC,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (28 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cfa2,th04-main,0x2CFA2,0x1E7A2,0x13,reviewed,exact,_bullets_add_regular_fixedspeed,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (19 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cfb5,th04-main,0x2CFB5,0x1E7B5,0x13,reviewed,exact,_bullets_add_special_fixedspeed,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (19 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2cfc8,th04-main,0x2CFC8,0x1E7C8,0x205,reviewed,exact,bullet_velocity_and_angle_set(int),th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2;ev-th04-main-bullet-velocity-manual-boundary-v1,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra omitted fourteen ordinary instructions bytes in one switch case and reported 503/517 body bytes. Raw 16-bit decoding tiles the complete public span through RET 2 at 0x2D1CA inside exact bullet_a.cpp bytes.
th04-main-fn-2d1cd,th04-main,0x2D1CD,0x1E9CD,0x4B,reviewed,exact,bullet_template_speedtune_for_pl(),th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (75 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2d218,th04-main,0x2D218,0x1EA18,0x18,reviewed,exact,BULLET_PATNUM_FOR_ANGLE,th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (24 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2d230,th04-main,0x2D230,0x1EA30,0x64,reviewed,exact,bullet_template_clip(),th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (100 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2d294,th04-main,0x2D294,0x1EA94,0x12B,reviewed,exact,bullets_add_regular_raw(),th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (299 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2d3bf,th04-main,0x2D3BF,0x1EBBF,0xCF,reviewed,exact,bullets_add_special_raw(),th04-main-module-th04-bullet-a-cpp-1cc33,src/main/bullet/add.cpp,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (207 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-module-th04-bullet-a-cpp-1cc33."
th04-main-fn-2e5d8,th04-main,0x2E5D8,0x1FDD8,0x40,reviewed,exact,"boss_hittest_shots_damage(int,int,int)",th04-main-boss-prefix,src/main/boss/boss_prefix.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (64 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-boss-prefix."
th04-main-fn-2e618,th04-main,0x2E618,0x1FE18,0x36,reviewed,exact,"midboss_hittest_shots_damage(int,int,int)",th04-main-boss-prefix,src/main/boss/boss_prefix.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (54 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-boss-prefix."
th04-main-fn-2e64e,th04-main,0x2E64E,0x1FE4E,0x2E,reviewed,exact,boss_hittest_shots(),th04-main-boss-prefix,src/main/boss/boss_prefix.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (46 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-boss-prefix."
th04-main-fn-2e67c,th04-main,0x2E67C,0x1FE7C,0x16,reviewed,exact,boss_hittest_shots_invincible(),th04-main-boss-prefix,src/main/boss/boss_prefix.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (22 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-boss-prefix."
th04-main-fn-2e692,th04-main,0x2E692,0x1FE92,0x61,reviewed,exact,boss_items_drop(),th04-main-boss-prefix,src/main/boss/boss_prefix.inl,ev-th04-main-function-screen-strict-v2;ev-th04-main-boss-items-drop-manual-boundary-v1,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra omitted the middle of the five-iteration item-drop loop and reported 69/97 body bytes. Raw 16-bit decoding tiles the complete 97-byte public span through RET at 0x2E6F2 inside exact maintained boss-prefix bytes.
th04-main-fn-2e6f3,th04-main,0x2E6F3,0x1FEF3,0x50,reviewed,exact,"boss_phase_next(explosion_type_t,int)",th04-main-boss-prefix,src/main/boss/boss_prefix.inl,ev-th04-main-function-screen-strict-v2,"Target Ghidra body is contiguous (80 bytes), starts at the same local TLINK public, and lies wholly inside exact authored owner th04-main-boss-prefix."
